GIDTR,State,State_name,County,County_name,Tract,Tot_Housing_Units_CEN_2010,Tot_Housing_Units_ACS_12_16,Tot_Housing_Units_ACSMOE_12_16,Tot_Occp_Units_CEN_2010,Tot_Occp_Units_ACS_12_16,Tot_Occp_Units_ACSMOE_12_16,Tot_Vacant_Units_CEN_2010,Tot_Vacant_Units_ACS_12_16,Tot_Vacant_Units_ACSMOE_12_16,Renter_Occp_HU_CEN_2010,Renter_Occp_HU_ACS_12_16,Renter_Occp_HU_ACSMOE_12_16,Owner_Occp_HU_CEN_2010,Owner_Occp_HU_ACS_12_16,Owner_Occp_HU_ACSMOE_12_16,Single_Unit_ACS_12_16,Single_Unit_ACSMOE_12_16,MLT_U2_9_STRC_ACS_12_16,MLT_U2_9_STRC_ACSMOE_12_16,MLT_U10p_ACS_12_16,MLT_U10p_ACSMOE_12_16,Mobile_Homes_ACS_12_16,Mobile_Homes_ACSMOE_12_16,Crowd_Occp_U_ACS_12_16,Crowd_Occp_U_ACSMOE_12_16,Occp_U_NO_PH_SRVC_ACS_12_16,Occp_U_NO_PH_SRVC_ACSMOE_12_16,No_Plumb_ACS_12_16,No_Plumb_ACSMOE_12_16,Recent_Built_HU_ACS_12_16,Recent_Built_HU_ACSMOE_12_16,Med_House_Value_ACS_12_16,Med_House_Value_ACSMOE_12_16,Aggr_House_Value_ACS_12_16,Aggr_House_Value_ACSMOE_12_16
09003502800,09,Connecticut,003,Hartford County,502800,1136,1182,46,946,917,77,190,265,68,852,823,76,94,94,38,32,29,1006,125,144,56,0,12,67,40,41,35,81,42,0,12,200000,33067,17201000,6961335
09003502900,09,Connecticut,003,Hartford County,502900,1441,1427,61,1221,1273,77,220,154,70,1127,1191,84,94,82,38,74,47,768,127,585,114,0,12,49,47,43,41,13,21,0,12,175000,79045,15142000,8214109
09003503000,09,Connecticut,003,Hartford County,503000,1262,1373,48,1104,1137,97,158,236,73,1033,1061,94,71,76,49,47,43,934,158,392,97,0,12,83,54,65,50,29,33,0,12,124100,31030,13710000,10989394
09011990100,09,Connecticut,011,New London County,990100,0,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,,,
09003503100,09,Connecticut,003,Hartford County,503100,2963,2925,137,2544,2366,228,419,559,216,2233,1921,235,311,445,164,50,40,424,197,2451,362,0,12,214,130,60,54,40,55,0,12,75800,38477,36556000,13799959
09003503300,09,Connecticut,003,Hartford County,503300,1499,1537,63,1155,1325,100,344,212,85,1075,1264,110,80,61,35,43,44,229,93,1265,215,0,12,38,35,32,29,0,12,0,12,156900,154668,,
09003503500,09,Connecticut,003,Hartford County,503500,682,718,32,539,508,64,143,210,54,452,467,67,87,41,25,60,35,625,101,33,33,0,12,32,30,7,16,0,12,0,12,154200,53538,,
09003503700,09,Connecticut,003,Hartford County,503700,1064,1104,42,900,920,75,164,184,63,659,722,74,241,198,56,162,61,865,118,77,41,0,12,32,29,24,25,43,27,0,12,165200,28875,30594000,9887664
09003503800,09,Connecticut,003,Hartford County,503800,785,672,48,329,255,39,456,417,47,309,239,41,20,16,8,22,14,625,80,25,21,0,12,13,19,3,13,128,40,0,12,500000,280167,,
09003503900,09,Connecticut,003,Hartford County,503900,1888,1999,75,1783,1769,127,105,230,94,494,649,148,1289,1120,127,1414,155,545,144,21,36,19,32,73,61,53,59,0,17,0,17,140300,7998,159346000,22851665
09003504000,09,Connecticut,003,Hartford County,504000,1152,1216,46,1076,1057,97,76,159,80,489,462,100,587,595,98,550,119,656,134,10,19,0,12,40,43,29,48,0,12,0,12,161400,21985,104331000,20331021
09003504100,09,Connecticut,003,Hartford County,504100,699,712,38,625,579,67,74,133,57,521,517,66,104,62,30,27,27,573,99,112,62,0,12,41,38,16,29,0,12,0,12,208100,46435,11790000,5818763
09003504200,09,Connecticut,003,Hartford County,504200,2808,2782,86,2592,2496,148,216,286,143,2313,2234,163,279,262,84,222,80,861,256,1699,327,0,17,139,96,118,87,0,17,0,17,333000,58270,81661000,29143411
09003504300,09,Connecticut,003,Hartford County,504300,1203,1221,47,1073,1073,89,130,148,76,883,885,104,190,188,75,160,81,844,180,217,88,0,12,116,72,32,30,16,27,0,12,123900,23746,23105000,9324894
09003504500,09,Connecticut,003,Hartford County,504500,1398,1454,46,1299,1291,78,99,163,72,887,899,106,412,392,86,382,103,854,175,218,80,0,12,29,37,48,41,28,30,0,12,135200,38223,72290000,33276841
09003504800,09,Connecticut,003,Hartford County,504800,1694,1706,50,1597,1598,94,97,108,77,529,582,151,1068,1016,143,919,152,680,175,107,58,0,12,17,28,52,47,21,35,0,12,165500,11293,178309800,31063206
09003504900,09,Connecticut,003,Hartford County,504900,1608,1694,45,1489,1511,92,119,183,82,970,988,119,519,523,100,609,94,857,134,228,84,0,12,137,74,74,47,16,26,0,12,148800,22430,85730000,25066445
09003510100,09,Connecticut,003,Hartford County,510100,904,928,28,853,793,64,51,135,58,360,276,63,493,517,65,573,78,210,82,140,61,5,8,29,35,30,22,17,26,0,12,167700,9513,100174000,20382055
09003510200,09,Connecticut,003,Hartford County,510200,1020,1033,40,946,1008,43,74,25,24,580,673,58,366,335,61,276,63,507,103,250,50,0,12,0,12,14,13,0,12,0,12,172200,10218,60032000,13191823
09003510300,09,Connecticut,003,Hartford County,510300,1663,1746,64,1553,1608,102,110,138,81,844,896,132,709,712,121,820,155,565,170,325,123,36,62,89,79,35,45,20,32,0,12,150600,15650,98547400,22269021
09003510400,09,Connecticut,003,Hartford County,510400,2462,2561,109,2285,2130,197,177,431,195,1714,1709,233,571,421,165,370,170,1165,354,1026,304,0,17,66,71,81,90,61,68,0,17,113400,32789,45295000,24696036
09003510500,09,Connecticut,003,Hartford County,510500,1454,1490,51,1368,1269,103,86,221,90,822,769,117,546,500,68,602,79,226,92,662,152,0,12,106,75,61,50,19,31,0,12,177200,21554,89056000,20671559
09003510600,09,Connecticut,003,Hartford County,510600,2269,2303,80,2127,1919,136,142,384,152,1373,1295,192,754,624,155,837,214,668,216,692,211,106,55,10,26,21,34,0,12,0,12,134700,9522,79923500,21192458
09003510700,09,Connecticut,003,Hartford County,510700,2061,2046,89,1970,1964,100,91,82,68,567,561,107,1403,1403,110,1589,112,329,115,128,83,0,12,22,29,29,26,0,12,0,12,147600,10889,231551800,32497232
09003510800,09,Connecticut,003,Hartford County,510800,1574,1504,88,1491,1364,116,83,140,93,536,567,130,955,797,117,584,118,479,152,77,54,364,76,52,51,37,48,40,49,0,12,116300,13359,96301700,23492120
09003510900,09,Connecticut,003,Hartford County,510900,1465,1439,46,1431,1334,76,34,105,69,66,123,67,1365,1211,91,1411,53,0,12,0,12,28,44,33,30,0,12,35,42,0,12,176900,7778,208364200,17159946
09003511000,09,Connecticut,003,Hartford County,511000,1397,1374,48,1361,1365,50,36,9,15,65,118,97,1296,1247,100,1338,68,36,57,0,12,0,12,0,12,0,12,0,12,0,12,174600,10632,222021100,27342711
09003511100,09,Connecticut,003,Hartford County,511100,1419,1401,47,1376,1263,77,43,138,63,74,75,53,1302,1188,86,1401,49,0,12,0,12,0,12,0,12,29,31,0,12,0,12,177000,11515,233665900,30302367
09003511200,09,Connecticut,003,Hartford County,511200,1307,1341,49,1231,1261,71,76,80,53,551,516,113,680,745,102,816,118,490,152,35,45,0,12,55,62,14,25,0,12,0,12,161400,11038,120281000,19981800
09003511300,09,Connecticut,003,Hartford County,511300,1451,1491,56,1346,1409,84,105,82,66,785,847,169,561,562,129,538,138,421,141,532,178,0,12,25,36,18,23,0,12,0,12,155400,6425,83027000,18249238
09003511400,09,Connecticut,003,Hartford County,511400,882,873,30,857,831,45,25,42,31,45,77,56,812,754,64,855,37,12,19,0,12,6,8,24,23,0,12,0,12,0,12,201400,10439,164076100,24823286
09003514101,09,Connecticut,003,Hartford County,514101,1484,1396,39,1458,1386,41,26,10,15,94,101,54,1364,1285,74,1254,96,134,61,8,18,0,12,8,17,0,12,0,12,0,12,211600,12612,278306400,18693291
09003514102,09,Connecticut,003,Hartford County,514102,3687,3540,129,3481,3375,155,206,165,139,2789,2761,186,692,614,132,656,150,693,212,2176,375,15,24,153,117,88,73,53,84,0,17,188400,15449,129246900,42804262
09003514200,09,Connecticut,003,Hartford County,514200,1487,1513,52,1417,1426,72,70,87,58,594,529,107,823,897,128,836,142,510,133,167,85,0,12,9,20,16,28,16,26,25,21,151900,8062,141837500,21201062
09003514300,09,Connecticut,003,Hartford County,514300,1817,1711,65,1744,1703,65,73,8,14,389,474,106,1355,1229,113,1347,116,313,105,51,36,0,12,6,17,50,53,0,12,0,12,170700,5592,221467000,27217314
09003514400,09,Connecticut,003,Hartford County,514400,2061,2007,64,1931,1888,94,130,119,85,937,960,128,994,928,124,1048,146,745,179,214,90,0,12,40,50,22,24,0,12,0,12,161200,6849,153563600,26853940
09003514500,09,Connecticut,003,Hartford County,514500,1854,1824,52,1796,1718,80,58,106,77,519,428,82,1277,1290,108,1373,101,291,107,160,59,0,12,38,48,39,27,0,12,0,12,164300,4439,249213000,42147449
09003514600,09,Connecticut,003,Hartford County,514600,2461,2450,88,2312,2287,145,149,163,123,1347,1340,186,965,947,172,916,193,1023,260,511,149,0,17,47,56,25,32,41,63,0,17,163600,6648,195776400,65823518
09003514700,09,Connecticut,003,Hartford County,514700,2308,2142,116,2101,1977,147,207,165,124,1737,1490,189,364,487,143,435,140,697,213,1010,212,0,12,59,41,51,41,0,12,0,12,164000,21135,85960000,31375233
09003514800,09,Connecticut,003,Hartford County,514800,1426,1414,46,1322,1345,79,104,69,68,640,772,118,682,573,102,733,149,659,158,22,27,0,12,15,22,18,21,0,12,0,12,159900,12350,90977600,17310050
09003514900,09,Connecticut,003,Hartford County,514900,1222,1171,40,1178,1118,70,44,53,57,78,81,52,1100,1037,82,1002,72,47,41,122,87,0,12,4,14,8,18,0,12,0,12,174100,7960,188849300,25012808
09003515000,09,Connecticut,003,Hartford County,515000,1238,1186,33,1180,1113,60,58,73,50,100,195,83,1080,918,93,1041,71,120,63,25,39,0,12,21,32,7,16,0,12,0,12,236700,12749,231205500,30497101
09003515101,09,Connecticut,003,Hartford County,515101,1004,959,29,962,907,47,42,52,41,234,233,61,728,674,66,674,62,172,56,108,51,5,9,20,25,9,16,4,6,0,12,190600,12727,130407700,14002224
09003515102,09,Connecticut,003,Hartford County,515102,2464,2321,100,2387,2175,131,77,146,103,980,855,165,1407,1320,129,1285,147,614,166,398,136,24,36,163,127,16,30,0,17,0,17,270100,20231,338006000,39532531
